,Order,PID,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_nan,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSa,LotConfig_FRThree,LotConfig_FRTwo,LotConfig_Inside,BldgType_Duplex,BldgType_OneFam,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_OnePointFiveUnf,HouseStyle_OneStory,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_TwoPointFiveFin,HouseStyle_TwoPointFiveUnf,HouseStyle_TwoStory,RoofStyle_Gable,RoofStyle_Gambr,RoofStyle_Hip,RoofStyle_Mansa,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_TarGrv,RoofMatl_WdShake,RoofMatl_WdShngl,ExteriorFirst_AsphShn,ExteriorFirst_BrkComm,ExteriorFirst_BrkFace,ExteriorFirst_CemntBd,ExteriorFirst_HdBoard,ExteriorFirst_ImStucc,ExteriorFirst_MetalSd,ExteriorFirst_Plywood,ExteriorFirst_PreCast,ExteriorFirst_Stucco,ExteriorFirst_VinylSd,ExteriorFirst_WdSdng,ExteriorFirst_WdShing,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y
1046,925,909278020,7681,3,5,6,1921,1950,4,4,2,0,731,820,523,0,1343,0,0,1,1,3,1,3,7,1,1,186,192,0,2009,154900,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1047,103,533223020,2572,4,7,5,1999,1999,5,4,2,604,696,696,720,0,1416,1,0,2,1,3,1,4,6,0,2,484,0,44,2010,155000,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1048,107,533253060,4420,3,8,5,1980,1980,5,4,5,728,728,788,0,0,788,1,0,1,0,1,1,4,3,1,2,484,133,42,2010,155000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1049,256,906477110,8816,4,6,7,1971,1971,4,4,4,504,1010,1052,0,0,1052,1,0,1,0,3,1,3,6,0,2,440,0,0,2010,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1050,750,903427120,8094,4,6,6,1915,1950,4,4,2,0,1048,1048,720,0,1768,0,0,2,0,3,1,3,8,0,2,576,0,0,2009,155000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1051,751,903429080,2500,4,7,8,1915,2005,4,4,2,299,910,916,910,0,1826,1,0,1,1,4,1,5,7,1,1,164,0,0,2009,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1052,923,909277090,14680,3,5,4,1960,1960,4,4,2,793,1273,1273,0,0,1273,0,0,1,0,2,1,3,5,0,1,307,483,0,2009,155000,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1053,1078,528188090,2448,4,7,5,2003,2004,5,4,2,0,764,764,862,0,1626,0,0,2,1,2,1,4,6,0,2,474,0,27,2008,155000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1054,1208,534400030,8700,4,5,6,1963,1963,4,4,3,776,1120,1128,0,0,1128,1,0,2,0,3,1,3,6,0,2,525,192,20,2008,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1055,1273,535453210,7931,4,5,6,1960,1960,4,4,2,374,1269,1269,0,0,1269,0,0,1,1,3,1,3,6,1,1,308,0,0,2008,155000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1056,1406,905403150,10452,3,6,5,1953,1953,4,4,3,500,1094,1094,0,0,1094,0,0,1,0,3,1,3,5,2,2,495,0,0,2008,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1057,1432,907126030,9750,4,5,7,1994,1994,5,4,2,722,990,990,0,0,990,1,0,1,0,3,1,3,5,0,2,528,168,0,2008,155000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1058,1666,527403310,9457,4,5,6,1970,1990,4,4,2,566,925,1422,0,0,1422,1,0,1,0,3,1,3,7,0,2,576,252,0,2007,155000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1059,1674,527427160,4113,3,6,5,2001,2001,5,4,3,0,1337,1337,0,0,1337,0,0,2,0,2,1,4,5,1,2,511,136,68,2007,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1060,1682,527453010,2308,4,6,6,1976,1976,5,4,2,556,804,804,744,0,1548,1,0,2,1,3,1,4,7,1,2,440,48,0,2007,155000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1061,2359,527378010,10000,4,6,6,1974,1974,4,4,2,755,1103,1103,0,0,1103,0,0,2,0,3,1,3,6,0,2,462,295,84,2006,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1062,2586,535305120,10170,4,6,6,1951,1951,4,4,2,0,216,1575,0,0,1575,0,0,1,1,2,1,4,5,1,2,400,0,0,2006,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1063,2661,902325100,6300,4,7,6,1910,2005,4,4,2,0,1226,1226,878,0,2104,0,0,2,0,5,1,3,9,0,2,432,0,341,2006,155000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1064,2721,905200290,13125,4,5,4,1957,2000,4,4,2,168,1134,1803,0,0,1803,1,0,2,0,3,1,3,8,1,2,484,0,0,2006,155000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1065,2602,535380010,7200,4,6,8,1915,1950,4,4,2,338,663,774,821,0,1595,0,0,2,0,3,1,3,7,1,2,528,49,0,2006,155500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1066,2804,907290230,4435,4,6,5,2004,2004,5,4,3,662,848,848,0,0,848,1,0,1,0,1,1,4,3,1,2,420,140,0,2006,155900,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1067,395,527403040,7930,4,6,8,1969,2005,4,4,2,439,1026,1026,0,0,1026,1,0,1,0,3,1,4,5,0,2,440,171,48,2009,156000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1068,490,528290190,7750,4,7,5,1999,2000,5,4,2,0,384,774,656,0,1430,0,0,2,1,3,1,3,7,1,2,400,0,0,2009,156000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1069,573,533223030,3768,4,7,5,1999,1999,5,4,2,549,691,713,739,0,1452,1,0,2,1,3,1,4,6,0,2,506,0,34,2009,156000,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1070,1877,534204120,10289,4,5,7,1965,1965,4,4,2,836,1073,1073,0,0,1073,1,0,1,1,3,1,3,6,0,2,515,0,0,2007,156000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1071,1945,535354260,12099,3,5,6,1953,2004,4,3,2,198,1216,1216,0,512,1728,1,0,1,0,3,1,3,7,1,1,371,200,0,2007,156000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1072,2249,914452120,7540,3,6,6,1978,1978,5,4,4,773,888,912,0,0,912,1,0,1,0,2,1,3,5,1,2,470,0,0,2007,156000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1073,2773,907135230,13568,2,5,5,1995,1995,5,4,2,716,990,990,0,0,990,0,1,1,0,3,1,3,5,0,2,576,224,0,2006,156000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1074,951,914475010,9750,4,6,6,1977,1977,4,4,4,767,902,926,0,0,926,1,0,1,0,2,1,3,5,1,1,351,319,0,2009,156450,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1075,632,535152230,8400,4,6,3,1957,1957,4,4,2,189,1478,1478,0,0,1478,1,0,1,1,3,1,3,6,2,2,442,114,0,2009,156500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1076,1967,535457020,8000,4,5,5,1960,1960,4,4,2,1098,1377,1377,0,0,1377,1,0,1,0,3,1,3,6,2,1,351,0,0,2007,156500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1077,2640,902104020,9600,4,6,8,1900,2004,4,4,2,381,780,940,476,0,1416,0,1,1,0,3,1,4,7,0,2,400,0,24,2006,156500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1078,2718,905108090,9662,3,5,4,1977,1977,5,4,2,0,1967,1967,0,0,1967,0,0,2,0,6,2,3,10,0,2,580,170,0,2006,156500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1079,343,526351100,10200,4,6,5,1974,1974,4,4,2,844,1434,1434,0,0,1434,1,0,2,0,4,1,3,7,1,2,528,80,21,2009,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1080,1032,527378020,10000,4,5,6,1973,2000,5,4,2,1084,1176,1178,0,0,1178,0,1,1,1,3,1,4,5,1,2,439,224,0,2008,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1081,1264,535426260,10920,3,6,5,1960,1960,4,4,2,733,1253,1253,0,0,1253,1,0,1,1,2,1,3,5,1,1,352,0,213,2008,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1082,1338,903228040,6000,4,6,7,1937,2000,4,4,2,201,825,825,672,0,1497,0,0,2,0,3,1,3,5,0,1,672,272,0,2008,157000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1083,2179,908152280,7024,4,5,5,2005,2006,6,5,2,980,1090,1090,0,0,1090,1,0,1,1,2,1,3,5,0,2,450,0,49,2007,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1084,2296,923230010,8286,3,5,7,1977,1977,5,4,2,531,716,716,716,0,1432,1,0,1,1,3,1,3,6,1,2,531,0,136,2007,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1085,2665,902329090,7200,4,7,7,1920,1950,3,4,2,0,596,998,764,0,1762,1,0,1,1,4,1,4,8,0,2,576,36,0,2006,157000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1086,2705,904302030,5500,4,7,5,2004,2004,5,5,3,510,1073,1073,0,0,1073,1,0,2,0,2,1,3,4,0,1,246,0,120,2006,157000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1087,2719,905108120,8235,4,5,4,1977,1977,4,4,2,483,1949,1949,0,0,1949,0,0,2,0,6,2,3,10,0,2,586,32,0,2006,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1088,2871,909428110,15750,4,5,5,1953,1953,4,4,3,841,1165,1336,0,0,1336,1,0,1,0,2,1,3,5,2,1,375,0,0,2006,157000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1089,674,535425070,17600,3,6,5,1960,1960,4,4,2,1270,1478,1478,0,0,1478,1,0,2,0,3,1,3,6,2,2,498,0,40,2009,157500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1090,1286,902102060,10440,4,5,8,1904,2002,4,4,2,0,650,958,581,0,1539,0,0,2,0,3,1,4,8,1,2,686,70,78,2008,157500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1091,1379,905103030,13014,4,6,5,1978,1978,4,4,4,528,1008,1096,0,0,1096,1,0,1,0,3,1,3,6,1,2,484,168,0,2008,157500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1092,2307,526302040,10533,3,6,6,1956,1956,4,4,2,773,1008,1024,0,0,1024,1,0,1,0,2,1,4,5,2,1,313,0,0,2006,157500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1093,2548,534403440,9350,4,5,6,1964,1964,4,4,2,360,720,720,720,0,1440,0,0,1,1,4,1,3,7,1,2,480,0,32,2006,157500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1094,2783,907201160,8340,3,6,6,1977,1977,5,4,4,509,675,686,702,0,1388,0,0,1,1,3,1,3,6,0,1,317,406,36,2006,157500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1095,335,923251080,26142,3,5,7,1962,1962,4,4,2,593,1188,1188,0,0,1188,0,0,1,0,3,1,3,6,0,1,312,261,39,2010,157900,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1096,224,905106140,9364,4,6,7,1969,1969,4,4,2,371,663,663,689,0,1352,0,0,1,1,4,1,3,7,0,1,299,379,36,2010,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1097,390,527375210,11050,3,7,5,1975,1975,4,4,2,636,1176,1193,0,0,1193,0,0,2,0,3,1,3,5,1,2,506,40,0,2009,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1098,611,534403370,12095,3,6,6,1964,1964,4,4,5,564,1127,1445,0,0,1445,0,0,1,1,3,1,3,7,1,2,645,180,0,2009,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1099,930,909426090,15600,4,5,7,1949,2005,4,4,2,312,1067,986,537,0,1523,1,0,2,0,3,1,2,7,1,1,295,0,0,2009,158000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1100,1447,907202010,12250,3,5,6,1978,1978,5,4,3,781,864,1174,0,0,1174,1,0,1,0,3,1,3,5,0,2,528,211,0,2008,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1101,2539,534202180,9600,4,5,7,1967,1967,4,4,4,602,1141,1141,0,0,1141,1,0,1,0,3,1,3,6,0,1,568,0,78,2006,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1102,2713,905106210,11553,3,5,5,1968,1968,4,4,2,673,1051,1159,0,0,1159,0,0,1,1,3,1,3,7,1,1,336,466,0,2006,158000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1103,2050,905100080,11235,4,5,5,1964,1980,5,4,4,785,1420,1452,0,0,1452,1,0,1,0,2,1,3,6,1,2,572,92,0,2007,158450,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1104,1913,535105110,9600,3,6,5,1961,1961,4,4,4,600,1218,1254,0,0,1254,1,0,1,0,3,1,3,6,1,2,525,0,0,2007,158500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1105,257,907125090,11105,4,5,5,1996,1996,5,3,4,870,870,965,0,0,965,1,0,1,0,2,1,3,4,0,2,580,71,0,2010,159000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1106,534,531363010,9605,4,7,6,2007,2007,5,4,2,0,1218,1218,0,0,1218,0,0,1,1,3,1,4,6,0,2,576,0,178,2009,159000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1107,625,535105100,9500,3,6,5,1963,1963,5,4,2,609,1394,1394,0,0,1394,1,0,1,1,3,1,3,6,2,2,514,0,76,2009,159000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1108,1271,535453020,8000,4,5,6,1959,1959,4,4,2,476,1256,1256,0,0,1256,1,0,1,1,3,1,4,6,0,1,311,0,240,2008,159000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1109,2610,535402220,9786,3,6,7,1962,1981,4,4,2,600,912,1085,649,0,1734,0,0,1,1,3,1,4,7,1,2,440,0,0,2006,159000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1110,148,535179020,10032,4,6,5,1959,1959,4,4,2,734,1244,1580,0,0,1580,1,0,1,1,3,1,3,6,2,2,440,0,28,2010,159500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1111,889,908151050,7950,3,6,6,1977,1977,4,4,2,535,690,698,728,0,1426,0,0,1,1,3,1,3,6,0,2,440,252,0,2009,159500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1112,2002,902408080,10800,4,7,8,1890,1998,4,4,2,0,718,1576,978,0,2554,0,0,1,1,3,1,3,8,0,2,704,0,48,2007,159500,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
