Order,PID,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExteriorFirst,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,Heating,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
730,903201020,6615,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,6,1923,1950,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,0,1022,GasA,N,1432,0,0,1432,0,0,1,0,3,1,Gd,6,1,BuiltIn,1,216,266,61,2009,149000
755,903451090,6876,Pave,Reg,Lvl,Inside,OneFam,TwoStory,6,5,1927,1950,Gable,CompShg,Plywood,CBlock,TA,Fa,No,522,720,GasA,Y,1146,784,0,1930,1,0,2,0,4,1,TA,8,0,Attchd,1,316,0,0,2009,149000
985,923276260,7669,Pave,Reg,Lvl,Inside,OneFam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,PConc,Gd,TA,Av,718,828,GasA,Y,883,0,0,883,1,0,1,0,2,1,TA,5,1,Detchd,2,698,100,32,2009,149000
1484,907425030,4438,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,662,848,GasA,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,1,Attchd,2,420,149,0,2008,149000
1532,909275050,7200,Pave,Reg,HLS,Inside,OneFam,TwoStory,7,6,1931,2000,Gable,CompShg,Stucco,BrkTil,Gd,TA,No,0,776,GasA,Y,851,651,0,1502,0,0,1,1,3,1,TA,6,1,Attchd,1,270,0,0,2008,149000
2852,909250200,4899,Pave,Reg,HLS,Corner,OneFam,TwoStory,6,8,1920,1950,Gable,CompShg,MetalSd,PConc,TA,TA,No,305,755,GasA,Y,755,755,0,1510,0,0,1,0,3,1,TA,6,0,Detchd,1,216,0,0,2006,149000
1482,907425010,4426,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,697,848,GasA,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,1,Attchd,2,420,149,0,2008,149300
1389,905200510,8544,Pave,IR1,Lvl,CulDSa,OneFam,OneStory,5,6,1966,2006,Gable,CompShg,HdBoard,CBlock,TA,TA,No,0,1228,GasA,Y,1228,0,0,1228,0,0,1,1,3,1,Gd,6,0,Attchd,1,271,0,65,2008,149350
98,533212020,2544,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,7,5,2004,2005,Gable,CompShg,MetalSd,PConc,Gd,TA,No,368,600,GasA,Y,600,600,0,1200,1,0,2,1,2,1,Gd,4,0,Detchd,2,480,0,172,2010,149500
203,903426180,8094,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,5,1915,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,0,888,GasA,Y,888,1074,0,1962,0,0,1,1,4,1,TA,9,1,Detchd,2,572,160,0,2010,149500
634,535154130,9240,Pave,IR1,Lvl,Inside,OneFam,OneStory,6,8,1959,1998,Hip,CompShg,MetalSd,CBlock,TA,TA,No,708,988,GasA,Y,988,0,0,988,1,0,2,0,3,1,Gd,6,0,Attchd,1,297,156,0,2009,149500
2714,905107070,7844,Pave,Reg,Lvl,Inside,OneFam,TwoStory,6,7,1978,1978,Hip,CompShg,HdBoard,CBlock,TA,TA,No,209,672,GasA,Y,672,728,0,1400,0,0,1,1,3,1,TA,6,1,Attchd,2,440,0,0,2006,149500
25,527402250,12537,Pave,IR1,Lvl,CulDSa,OneFam,OneStory,5,6,1971,2008,Gable,CompShg,VinylSd,CBlock,TA,TA,No,734,1078,GasA,Y,1078,0,0,1078,1,0,1,1,3,1,TA,6,1,Attchd,2,500,0,0,2010,149900
34,527453130,2280,Pave,Reg,Lvl,FRTwo,Twnhs,TwoStory,6,6,1975,1975,Gable,CompShg,Plywood,CBlock,TA,TA,No,514,855,GasA,Y,855,601,0,1456,0,0,2,1,3,1,Gd,6,1,Attchd,2,440,173,0,2010,149900
336,923276030,12887,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1984,1984,Gable,CompShg,VinylSd,CBlock,Gd,TA,Mn,207,833,GasA,Y,833,0,0,833,1,0,1,0,2,1,Gd,5,0,Attchd,2,495,431,0,2010,149900
774,905107310,8014,Pave,IR1,Lvl,CulDSa,OneFam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,456,456,GasA,Y,1034,0,0,1034,0,1,1,0,3,1,TA,5,1,Basment,2,504,0,0,2009,149900
1446,907201060,8385,Pave,Reg,Lvl,Inside,OneFam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,CBlock,Gd,Gd,Av,595,985,GasA,Y,985,0,0,985,0,0,2,0,3,1,TA,6,0,Attchd,1,328,210,0,2008,149900
2306,526302030,11027,Pave,IR1,Lvl,Inside,OneFam,OneStory,6,5,1954,1954,Hip,CompShg,WdSdng,CBlock,TA,TA,No,468,1178,GasA,Y,1293,0,0,1293,1,0,2,0,2,1,TA,5,0,Attchd,2,452,280,0,2006,149900
2509,533212120,2544,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,7,5,2005,2005,Gable,CompShg,MetalSd,PConc,Gd,TA,No,0,600,GasA,Y,520,623,80,1223,0,0,2,1,2,1,Gd,4,0,Detchd,2,480,0,166,2006,149900
2743,905452150,9525,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,6,5,1953,1953,Gable,CompShg,MetalSd,CBlock,TA,TA,No,468,1000,GasA,Y,1068,541,0,1609,0,0,1,1,5,1,TA,7,0,Attchd,1,305,0,0,2006,149900
2818,908102320,17755,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,4,1959,1959,Gable,CompShg,HdBoard,CBlock,TA,TA,No,176,1466,GasA,Y,1466,0,0,1466,0,0,1,1,3,1,Fa,6,2,Attchd,2,528,0,140,2006,149900
260,907200280,15240,Pave,IR1,Lvl,FRTwo,OneFam,OneStory,5,8,1977,2004,Gable,CompShg,CemntBd,CBlock,Gd,TA,No,198,1026,GasA,Y,1026,0,0,1026,1,0,1,1,3,1,TA,5,0,Attchd,1,308,316,85,2010,150000
631,535151040,8760,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1956,1956,Gable,CompShg,WdSdng,CBlock,TA,TA,No,856,1169,GasA,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,0,Attchd,1,286,257,0,2009,150000
699,902106010,6406,Pave,Reg,Lvl,Inside,OneFam,TwoStory,5,6,1939,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,421,690,GasA,Y,868,690,0,1558,0,0,1,1,3,1,TA,7,1,Detchd,2,400,0,36,2009,150000
746,903234220,6120,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,6,1938,1950,Gable,CompShg,WdSdng,BrkTil,TA,Fa,No,273,952,GasA,Y,994,588,0,1582,0,0,2,0,3,1,TA,6,1,Detchd,1,250,189,0,2009,150000
1279,535456070,7200,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,6,1955,1967,Gable,CompShg,MetalSd,CBlock,TA,TA,Mn,370,768,GasA,Y,1024,564,0,1588,0,0,1,1,3,1,TA,6,0,Detchd,2,480,0,0,2008,150000
1346,903233080,6240,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,7,5,1939,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,Mn,300,989,GasA,Y,1245,764,0,2009,0,0,2,0,4,1,TA,7,1,Detchd,2,400,0,20,2008,150000
1580,916402015,12890,Pave,IR1,Lvl,Inside,OneFam,OneStory,6,5,1989,1989,Gable,CompShg,WdSdng,CBlock,Gd,TA,No,0,1495,GasA,Y,1495,0,0,1495,0,0,2,0,3,1,TA,8,1,Attchd,2,438,252,0,2008,150000
2069,905226130,11375,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,5,1954,1995,Gable,CompShg,VinylSd,CBlock,TA,TA,No,736,967,GasA,Y,1299,0,0,1299,0,0,1,0,3,1,Gd,6,1,Attchd,2,494,81,0,2007,150000
856,907202050,8800,Pave,IR1,Lvl,Inside,OneFam,OneStory,5,7,1977,2008,Gable,CompShg,HdBoard,CBlock,Gd,TA,Mn,532,1040,GasA,Y,1040,0,0,1040,0,0,2,0,3,1,Gd,5,0,Detchd,2,484,0,0,2009,150500
1898,534427140,7388,Pave,Reg,Lvl,Corner,OneFam,OneStory,5,6,1959,2002,Gable,CompShg,MetalSd,CBlock,TA,TA,No,405,1063,GasA,Y,1327,0,0,1327,1,0,1,0,3,1,Gd,7,0,Detchd,2,624,0,0,2007,150750
2922,923229110,12640,Pave,IR1,Lvl,Inside,Duplex,OneStory,6,5,1976,1976,Gable,CompShg,Plywood,CBlock,TA,TA,Gd,936,1728,GasA,Y,1728,0,0,1728,0,0,2,0,4,2,TA,8,0,Attchd,2,574,40,0,2006,150900
97,533212010,3182,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,7,5,2004,2005,Gable,CompShg,MetalSd,PConc,Gd,TA,No,0,600,GasA,Y,600,600,0,1200,0,0,2,1,2,1,Gd,4,0,Detchd,2,480,0,172,2010,151000
1035,527402060,9750,Pave,Reg,Lvl,FRTwo,OneFam,OneStory,6,8,1969,1969,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,602,1054,GasA,Y,1054,0,0,1054,1,0,1,1,3,1,TA,6,0,Attchd,2,460,180,0,2008,151000
2482,531452100,7175,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,1991,1991,Gable,CompShg,Plywood,PConc,Gd,TA,No,278,1217,GasA,Y,1217,0,0,1217,0,0,2,0,2,1,Gd,5,0,Attchd,2,484,0,64,2006,151000
2490,532353180,8471,Pave,IR1,Lvl,Corner,OneFam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,CBlock,Gd,Gd,Av,506,506,GasA,Y,1212,0,0,1212,1,0,1,0,3,1,TA,6,1,Attchd,2,492,292,12,2006,151000
2507,533212100,3180,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,7,5,2005,2005,Gable,CompShg,MetalSd,PConc,Gd,TA,No,0,600,GasA,Y,520,600,80,1200,0,0,2,1,2,1,Gd,4,0,Detchd,2,480,0,166,2006,151000
2911,923225260,3964,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,6,4,1973,1973,Gable,CompShg,CemntBd,CBlock,Gd,TA,No,837,942,GasA,Y,1291,1230,0,2521,1,0,2,1,5,1,TA,10,1,Attchd,2,576,728,20,2006,151400
1653,527328050,11850,Pave,Reg,Lvl,FRTwo,OneFam,OneStory,6,6,1984,1984,Gable,CompShg,Plywood,CBlock,Gd,TA,No,781,1153,GasA,Y,1177,0,0,1177,0,0,2,0,3,1,Gd,6,0,Attchd,2,495,204,103,2007,151500
2551,534429130,10800,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1960,1960,Hip,CompShg,WdSdng,CBlock,TA,TA,No,632,1248,GasA,Y,1248,0,0,1248,1,0,1,0,3,1,TA,6,0,Attchd,1,286,0,0,2006,151500
81,531453010,9672,Pave,Reg,Lvl,Corner,OneFam,OneStory,6,5,1984,1985,Hip,CompShg,HdBoard,PConc,Gd,TA,No,338,1040,GasA,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,0,Attchd,2,480,0,0,2010,152000
99,533212060,2544,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,376,600,GasA,Y,600,636,0,1236,1,0,2,1,2,1,Gd,4,0,Detchd,2,480,0,166,2010,152000
535,531363030,7500,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,Gd,No,54,1141,GasA,Y,1141,0,0,1141,1,0,1,1,3,1,Gd,6,0,Detchd,2,484,182,0,2009,152000
836,907126010,12464,Pave,IR2,Low,Corner,OneFam,OneStory,5,5,1996,1996,Gable,CompShg,VinylSd,PConc,Gd,TA,No,732,1040,GasA,Y,1040,0,0,1040,1,0,1,0,3,1,Gd,6,0,Detchd,2,576,168,0,2009,152000
1385,905108170,7400,Pave,IR1,Lvl,CulDSa,OneFam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,104,1060,GasA,Y,1126,0,0,1126,1,0,1,0,2,1,TA,5,0,Attchd,2,506,178,0,2008,152000
1964,535453080,7500,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1959,2003,Hip,CompShg,BrkFace,CBlock,TA,TA,No,574,1040,GasA,Y,1040,0,0,1040,1,0,1,0,3,1,Gd,6,0,Attchd,1,286,0,0,2007,152000
2000,902401030,5400,Pave,Reg,Lvl,Corner,OneFam,OneStory,6,7,1926,2004,Gable,CompShg,MetalSd,BrkTil,TA,TA,Mn,370,1149,GasA,Y,1149,467,0,1616,0,0,2,0,3,1,Gd,5,0,Detchd,1,216,0,0,2007,152000
2241,910205130,13710,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,5,1950,1950,Gable,CompShg,WdSdng,CBlock,TA,TA,No,420,910,GasA,Y,910,648,0,1558,0,0,1,1,4,1,TA,6,0,Attchd,1,282,289,0,2007,152000
1397,905227050,8375,Pave,Reg,Lvl,Corner,OneFam,OnePointFiveFin,5,7,1941,1973,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,336,576,GasA,Y,864,486,0,1350,1,0,1,1,2,1,Gd,6,0,2Types,3,627,0,0,2008,152400
133,534476260,9600,Pave,Reg,Lvl,Inside,OneFam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,CBlock,TA,TA,Av,674,1156,GasA,Y,1520,0,0,1520,1,0,1,0,3,1,TA,7,2,Basment,1,364,0,0,2010,153000
607,534400290,9350,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1961,1995,Gable,CompShg,WdSdng,CBlock,TA,TA,No,310,1313,GasA,Y,1313,0,0,1313,1,0,1,1,3,1,Gd,6,1,Attchd,2,610,172,28,2009,153000
638,535178120,8750,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1955,1955,Gable,CompShg,AsbShng,CBlock,TA,TA,No,172,1382,GasA,Y,1382,0,0,1382,0,1,1,0,3,1,Gd,6,0,Attchd,1,350,280,0,2009,153000
641,535301170,8532,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1954,1990,Hip,CompShg,WdSdng,CBlock,TA,TA,No,1213,1297,GasA,Y,1297,0,0,1297,0,1,1,0,3,1,TA,5,1,Attchd,2,498,0,0,2009,153000
673,535403280,8712,Pave,IR1,Lvl,Inside,OneFam,OneStory,5,7,1957,2000,Hip,CompShg,MetalSd,CBlock,TA,TA,Mn,860,992,GasA,Y,1306,0,0,1306,1,0,1,0,2,1,TA,5,0,Detchd,1,756,0,0,2009,153000
1219,534428100,11332,Pave,IR1,Lvl,Corner,OneFam,OneStory,5,7,1960,2000,Gable,CompShg,WdSdng,CBlock,TA,TA,No,528,1118,GasA,Y,1118,0,0,1118,1,0,1,0,3,1,Gd,6,0,Attchd,1,264,290,0,2008,153000
1331,903206070,7010,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,5,1935,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,175,1024,GasA,Y,1144,594,0,1738,0,0,2,0,3,1,TA,6,1,Detchd,1,240,0,30,2008,153000
1383,905107280,7703,Pave,IR1,Lvl,CulDSa,OneFam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,CBlock,Gd,TA,Gd,450,450,GasA,Y,1034,0,0,1034,0,1,1,0,3,1,TA,6,1,Basment,2,504,311,0,2008,153000
2580,535180020,10152,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,6,1956,1994,Gable,CompShg,WdSdng,CBlock,TA,TA,Av,914,1124,GasA,Y,1124,0,0,1124,1,0,1,0,3,1,TA,6,1,Attchd,1,353,0,211,2006,153000
2136,907200190,8660,Pave,IR1,Lvl,Inside,OneFam,SLvl,5,5,1976,1976,Gable,CompShg,VinylSd,CBlock,Gd,TA,Av,502,1015,GasA,Y,1025,0,0,1025,0,0,2,0,3,1,TA,6,1,Detchd,2,370,127,0,2007,153500
2213,909275160,13108,Pave,IR2,HLS,Inside,OneFam,OneStory,5,5,1951,1951,Gable,CompShg,WdSdng,CBlock,NA,NA,NA,0,0,GasA,Y,1226,0,0,1226,0,0,1,1,2,1,TA,7,1,Attchd,2,400,174,24,2007,153500
2293,923229040,9129,Pave,Reg,Lvl,Inside,OneFam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,PConc,Gd,TA,Av,923,923,GasA,Y,1008,0,0,1008,1,0,1,0,1,1,Gd,4,1,Attchd,2,678,201,66,2007,153500
2356,527376090,10140,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1975,1975,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,788,1056,GasA,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,0,Attchd,2,495,0,88,2006,153500
2907,923203100,4500,Pave,Reg,Lvl,FRTwo,TwnhsE,OneStory,6,5,1998,1998,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,1201,1237,GasA,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,Attchd,2,405,0,199,2006,153500
2709,905103130,11327,Pave,IR1,Lvl,Inside,OneFam,OneStory,5,6,1967,1967,Hip,CompShg,HdBoard,CBlock,TA,TA,Av,779,1064,GasA,Y,1064,0,0,1064,0,1,1,0,3,1,TA,6,1,Attchd,2,528,314,48,2006,153600
1149,531452140,7892,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,1993,1993,Gable,CompShg,Plywood,PConc,Gd,TA,No,300,1199,GasA,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,0,Attchd,2,530,0,63,2008,153900
163,535453070,7500,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1959,1994,Hip,CompShg,BrkFace,CBlock,TA,TA,No,340,1246,GasA,Y,1246,0,0,1246,1,0,1,1,3,1,Gd,6,0,Attchd,1,305,218,0,2010,154000
222,905105070,8246,Pave,IR1,Lvl,Inside,OneFam,OneStory,5,8,1968,2001,Gable,CompShg,Plywood,CBlock,TA,TA,Mn,188,1060,GasA,Y,1060,0,0,1060,1,0,1,0,3,1,Gd,6,1,Attchd,1,270,406,90,2010,154000
609,534402140,11000,Pave,IR1,Lvl,CulDSa,OneFam,OneStory,5,6,1966,1966,Gable,CompShg,Plywood,CBlock,TA,TA,Mn,740,1154,GasA,Y,1154,0,0,1154,0,0,1,1,3,1,TA,6,1,Attchd,2,480,0,58,2009,154000
668,535402090,10143,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,7,1963,1963,Gable,CompShg,HdBoard,CBlock,TA,TA,No,384,1380,GasA,Y,1380,0,0,1380,0,0,1,1,3,1,TA,6,0,Attchd,1,364,0,0,2009,154000
1079,528188150,2448,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,7,5,2003,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,No,573,764,GasA,Y,764,862,0,1626,1,0,2,1,2,1,Gd,6,0,BuiltIn,2,474,0,27,2008,154000
2080,905451390,10512,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,6,6,1954,1954,Gable,CompShg,WdSdng,CBlock,TA,TA,No,491,988,GasA,Y,988,638,0,1626,0,0,1,1,3,1,Gd,6,0,Attchd,1,332,366,0,2007,154000
792,905452040,9350,Pave,Reg,Bnk,Inside,OneFam,TwoStory,6,7,1946,1950,Hip,CompShg,MetalSd,CBlock,TA,TA,No,342,747,GasA,Y,892,747,0,1639,0,0,1,1,3,1,Gd,6,1,Detchd,1,240,0,50,2009,154400
2708,905101450,8414,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,8,1963,2003,Hip,CompShg,HdBoard,CBlock,TA,TA,No,663,1059,GasA,Y,1068,0,0,1068,0,1,1,0,3,1,TA,6,0,Attchd,1,264,192,0,2006,154500
925,909278020,7681,Pave,IR1,Lvl,FRTwo,OneFam,OnePointFiveFin,5,6,1921,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,731,GasA,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,1,Detchd,1,186,192,0,2009,154900
103,533223020,2572,Pave,Reg,Lvl,FRTwo,Twnhs,TwoStory,7,5,1999,1999,Hip,CompShg,MetalSd,PConc,Gd,TA,No,604,696,GasA,Y,696,720,0,1416,1,0,2,1,3,1,Gd,6,0,Detchd,2,484,0,44,2010,155000
107,533253060,4420,Pave,IR1,Lvl,CulDSa,TwnhsE,OneStory,8,5,1980,1980,Gable,CompShg,WdSdng,CBlock,Gd,TA,Gd,728,728,GasA,Y,788,0,0,788,1,0,1,0,1,1,Gd,3,1,Detchd,2,484,133,42,2010,155000
256,906477110,8816,Pave,Reg,Lvl,Inside,OneFam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,Av,504,1010,GasA,Y,1052,0,0,1052,1,0,1,0,3,1,TA,6,0,Attchd,2,440,0,0,2010,155000
750,903427120,8094,Pave,Reg,Lvl,Inside,OneFam,TwoStory,6,6,1915,1950,Gable,CompShg,MetalSd,PConc,TA,TA,No,0,1048,GasA,Y,1048,720,0,1768,0,0,2,0,3,1,TA,8,0,Detchd,2,576,0,0,2009,155000
751,903429080,2500,Pave,Reg,Lvl,Corner,OneFam,TwoStory,7,8,1915,2005,Gable,CompShg,Stucco,PConc,TA,TA,No,299,910,GasA,Y,916,910,0,1826,1,0,1,1,4,1,Ex,7,1,Attchd,1,164,0,0,2009,155000
923,909277090,14680,Pave,IR1,HLS,Inside,OneFam,OneStory,5,4,1960,1960,Gable,CompShg,MetalSd,CBlock,TA,TA,No,793,1273,GasA,Y,1273,0,0,1273,0,0,1,0,2,1,TA,5,0,Attchd,1,307,483,0,2009,155000
1078,528188090,2448,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,7,5,2003,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,764,GasA,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,0,BuiltIn,2,474,0,27,2008,155000
1208,534400030,8700,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1963,1963,Hip,CompShg,MetalSd,CBlock,TA,TA,Mn,776,1120,GasA,Y,1128,0,0,1128,1,0,2,0,3,1,TA,6,0,Attchd,2,525,192,20,2008,155000
1273,535453210,7931,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1960,1960,Gable,CompShg,BrkFace,CBlock,TA,TA,No,374,1269,GasA,Y,1269,0,0,1269,0,0,1,1,3,1,TA,6,1,Detchd,1,308,0,0,2008,155000
1406,905403150,10452,Pave,IR1,Lvl,Inside,OneFam,OneStory,6,5,1953,1953,Hip,CompShg,WdSdng,CBlock,TA,TA,Mn,500,1094,GasA,Y,1094,0,0,1094,0,0,1,0,3,1,TA,5,2,Attchd,2,495,0,0,2008,155000
1432,907126030,9750,Pave,Reg,Low,Inside,OneFam,OneStory,5,7,1994,1994,Gable,CompShg,VinylSd,PConc,Gd,TA,No,722,990,GasA,Y,990,0,0,990,1,0,1,0,3,1,TA,5,0,Detchd,2,528,168,0,2008,155000
1666,527403310,9457,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1970,1990,Gable,CompShg,MetalSd,CBlock,TA,TA,No,566,925,GasA,Y,1422,0,0,1422,1,0,1,0,3,1,TA,7,0,Detchd,2,576,252,0,2007,155000
1674,527427160,4113,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,6,5,2001,2001,Gable,CompShg,MetalSd,PConc,Gd,TA,Mn,0,1337,GasA,Y,1337,0,0,1337,0,0,2,0,2,1,Gd,5,1,Attchd,2,511,136,68,2007,155000
1682,527453010,2308,Pave,Reg,Lvl,Corner,TwnhsE,TwoStory,6,6,1976,1976,Gable,CompShg,Plywood,CBlock,Gd,TA,No,556,804,GasA,Y,804,744,0,1548,1,0,2,1,3,1,Gd,7,1,Detchd,2,440,48,0,2007,155000
2359,527378010,10000,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,6,1974,1974,Gable,CompShg,HdBoard,CBlock,TA,TA,No,755,1103,GasA,Y,1103,0,0,1103,0,0,2,0,3,1,TA,6,0,Attchd,2,462,295,84,2006,155000
2586,535305120,10170,Pave,Reg,Lvl,Corner,OneFam,OneStory,6,6,1951,1951,Hip,CompShg,WdSdng,CBlock,TA,TA,No,0,216,GasA,Y,1575,0,0,1575,0,0,1,1,2,1,Gd,5,1,Attchd,2,400,0,0,2006,155000
2661,902325100,6300,Pave,Reg,Lvl,Corner,OneFam,TwoPointFiveUnf,7,6,1910,2005,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,1226,GasA,Y,1226,878,0,2104,0,0,2,0,5,1,TA,9,0,Detchd,2,432,0,341,2006,155000
2721,905200290,13125,Pave,Reg,Lvl,Corner,OneFam,OneStory,5,4,1957,2000,Gable,CompShg,WdSdng,CBlock,TA,TA,No,168,1134,GasA,Y,1803,0,0,1803,1,0,2,0,3,1,TA,8,1,Attchd,2,484,0,0,2006,155000
2602,535380010,7200,Pave,Reg,Lvl,Inside,OneFam,TwoStory,6,8,1915,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,338,663,GasA,Y,774,821,0,1595,0,0,2,0,3,1,TA,7,1,Detchd,2,528,49,0,2006,155500
2804,907290230,4435,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,662,848,GasA,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,1,Attchd,2,420,140,0,2006,155900
395,527403040,7930,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,8,1969,2005,Gable,CompShg,Plywood,CBlock,TA,TA,No,439,1026,GasA,Y,1026,0,0,1026,1,0,1,0,3,1,Gd,5,0,Detchd,2,440,171,48,2009,156000
490,528290190,7750,Pave,Reg,Lvl,Inside,OneFam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,384,GasA,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,1,BuiltIn,2,400,0,0,2009,156000
573,533223030,3768,Pave,Reg,Lvl,FRTwo,TwnhsE,TwoStory,7,5,1999,1999,Hip,CompShg,MetalSd,PConc,Gd,TA,No,549,691,GasA,Y,713,739,0,1452,1,0,2,1,3,1,Gd,6,0,Detchd,2,506,0,34,2009,156000
1877,534204120,10289,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1965,1965,Hip,CompShg,MetalSd,CBlock,TA,TA,No,836,1073,GasA,Y,1073,0,0,1073,1,0,1,1,3,1,TA,6,0,Attchd,2,515,0,0,2007,156000
1945,535354260,12099,Pave,IR1,Lvl,Inside,OneFam,OnePointFiveFin,5,6,1953,2004,Gable,CompShg,MetalSd,CBlock,TA,Fa,No,198,1216,GasA,Y,1216,0,512,1728,1,0,1,0,3,1,TA,7,1,Attchd,1,371,200,0,2007,156000
2249,914452120,7540,Pave,IR1,Lvl,CulDSa,OneFam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,CBlock,Gd,TA,Av,773,888,GasA,Y,912,0,0,912,1,0,1,0,2,1,TA,5,1,Attchd,2,470,0,0,2007,156000
